authority_id,publication_route_id,iso2,country,authority,roles,authority_website,evidence_url,observed_final_url,source_host_scope,publication_route_type,access_state,archive_access_state,publication_relevance,scope_evidence_state,qualification_state,source_route_state,language_hints,language_evidence_state,observed_months_2024_2026,latest_observed_month,provisional_cadence_signal,cadence_contract_recommendation,archive_boundary,source_checked_at,snapshot_generated_at,evidence_notes
ra-auth-tc-c4e27083dae43e24,ra-route-e3a5574416524825dfa3,TC,Turks and Caicos Islands,Financial Services Commission,prudential_supervision;securities,,https://www.tcifsc.tc/sanctions,https://www.tcifsc.tc/sanctions,external-unqualified,sanctions_or_penalty_list,reachable,first-page-observed-no-date,strong-official-publication-candidate,manual-scope-review,manual-review-required,candidate-needs-validation,en;fr,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-ug-468971ccd0b992bf,ra-route-7d377593d7b4cfcb2fb4,UG,Uganda,Capital Markets Authority,securities,http://www.cmauganda.co.ug/,https://cmauganda.co.ug/,https://cmauganda.co.ug/,authority-owned,enforcement_archive,reachable,dated-first-page-signal,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en,explicit-url-or-label-hint,2026-04;2026-05;2026-06;2026-07,2026-07,periodic-first-page-signal,quarterly,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-ug-9ee12dab1556d6b6,ra-route-df67cd8c5af8b69c584a,UG,Uganda,Insurance Regulatory Authority of Uganda,insurance,https://www.ira.go.ug/,https://ira.go.ug/new-tenders/,https://ira.go.ug/new-tenders/,authority-owned,news_or_notice,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-ug-11c5685d43d8de9d,ra-route-8abcebc4b92e0383c360,UG,Uganda,Uganda Retirement Benefits Regulatory Authority,pensions,https://urbra.go.ug/,https://urbra.go.ug/notices/,https://urbra.go.ug/notices/,authority-owned,news_or_notice,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-ua-dca2bec745344500,ra-route-0a31dbb58d6140e5339c,UA,Ukraine,National Bank of Ukraine,central_banking;prudential_supervision;insurance,https://bank.gov.ua/en/,https://bank.gov.ua/en/news/press,https://bank.gov.ua/en/news/press,authority-owned,news_or_notice,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-ae-0a8dbde12d9b5100,ra-route-dc8cb5297653ad57bca5,AE,United Arab Emirates,United Arab Emirates Financial Intelligence Unit (UAEFIU),financial_intelligence,https://www.uaefiu.gov.ae/en,https://uaefiu.gov.ae/en/about/our-mandate/,https://uaefiu.gov.ae/en/about/our-mandate/,authority-owned,generic_or_ambiguous,reachable,first-page-observed-no-date,plausible-official-publication-candidate,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-gb-7e73b376e3a28175,ra-route-de5fcea6807ebd7d9081,GB,United Kingdom,Bank of England,central_banking;prudential_supervision;insurance,http://www.bankofengland.co.uk/,https://www.bankofengland.co.uk/prudential-regulation/the-bank-of-england-enforcement,https://www.bankofengland.co.uk/prudential-regulation/the-bank-of-england-enforcement,authority-owned,enforcement_archive,reachable,dated-first-page-signal,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en,explicit-url-or-label-hint,2024-01;2024-05;2024-08;2024-09;2024-12;2025-04;2025-07;2025-12;2026-03;2026-07,2026-07,periodic-first-page-signal,quarterly,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-gb-5c1061f83bd32016,ra-route-e3567761b1d153dffc00,GB,United Kingdom,The Financial Conduct Authority,prudential_supervision;securities;insurance,http://www.fca.org.uk/,https://www.fca.org.uk/about/how-we-regulate/enforcement,https://www.fca.org.uk/about/how-we-regulate/enforcement,authority-owned,enforcement_archive,reachable,dated-first-page-signal,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en,explicit-url-or-label-hint,2024-04,2024-04,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-gb-e37d8fbad4efa377,ra-route-146850ad22f84f6da080,GB,United Kingdom,The Pensions Regulator,pensions,https://www.thepensionsregulator.gov.uk/,https://www.thepensionsregulator.gov.uk/trustees/penalty-notices,https://www.thepensionsregulator.gov.uk/trustees/penalty-notices,authority-owned,enforcement_archive,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-gb-5252948f8afafa3c,ra-route-b2a1f30a9d39da257a3b,GB,United Kingdom,UK  Financial Intelligence Unit (UKFIU),financial_intelligence,http://www.nationalcrimeagency.gov.uk/,https://www.nationalcrimeagency.gov.uk/what-we-do/crime-threats/bribery-corruption-and-sanctions-evasion,https://www.nationalcrimeagency.gov.uk/what-we-do/crime-threats/bribery-corruption-and-sanctions-evasion,authority-owned,sanctions_or_penalty_list,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en;fr,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-us-ad10b9159b670be8,ra-route-74fac7581115e9e6eec4,US,United States,Board of Governors of the Federal Reserve System,central_banking;prudential_supervision;insurance,http://www.federalreserve.gov/,https://www.federalreserve.gov/apps/enforcementactions/default.aspx,https://www.federalreserve.gov/supervisionreg/enforcementactions.htm,authority-owned,enforcement_archive,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-us-eb9a3dfc93e8fdbd,ra-route-d41f6dc9fd9621e22778,US,United States,Commodity Futures Trading Commission*,securities,http://www.cftc.gov/,https://www.cftc.gov/check,https://www.cftc.gov/check,authority-owned,disciplinary_notice,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,,not-determined,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-us-088894162438b675,ra-route-698ca224066e4b1423b1,US,United States,Department of Labor,pensions,https://www.dol.gov/,https://www.dol.gov/general/privacynotice,https://www.dol.gov/general/privacynotice,authority-owned,news_or_notice,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,,not-determined,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-us-287f0c3d10c00f77,ra-route-26203c3b13df080be0c4,US,United States,Federal Reserve Bank of Chicago,central_banking,http://www.chicagofed.org/,https://www.chicagofed.org/utilities/legal-notices,https://www.chicagofed.org/utilities/legal-notices,authority-owned,news_or_notice,reachable,first-page-observed-no-date,plausible-official-publication-candidate,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-us-cc6da0f47b34bede,ra-route-fae7754c004f844c8a4b,US,United States,Federal Reserve Bank of Cleveland,central_banking,http://www.clevelandfed.org/,https://www.clevelandfed.org/banking-and-payments/applications,https://www.clevelandfed.org/banking-and-payments/applications,authority-owned,news_or_notice,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-us-741e70aea003acf2,ra-route-779a53fd94c97096fe96,US,United States,Federal Reserve Bank of Dallas,central_banking,http://www.dallasfed.org/,https://www.dallasfed.org/fed/privacy,https://www.dallasfed.org/fed/privacy,authority-owned,news_or_notice,reachable,first-page-observed-no-date,plausible-official-publication-candidate,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
